Region,count,normalized,source_sheet,8,allen_id,allen_acronym,allen_name,allen_parent,allen_major_division,allen_cortical_class,is_cortical,is_subcortical,allen_primary_group,thalamic_group,thalamic_subdivision,allen_path,mapping_type,count_pct_total,count_pct_brain,count_pct_thalamus
Dorsal peduncular area,4,0.181159420289855,brain4,,814,DP,Dorsal peduncular area,Olfactory areas,Cerebrum,Olfactory areas,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Olfactory areas"", ""Dorsal peduncular area""]",exact,0.01417836381681554,0.18115942028985507,0.0
Dorsomedial nucleus of the hypothalamus,4,0.181159420289855,brain4,,830,DMH,Dorsomedial nucleus of the hypothalamus,Periventricular region,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Periventricular region"", ""Dorsomedial nucleus of the hypothalamus""]",exact,0.01417836381681554,0.18115942028985507,0.0
Lateral posterior nucleus of the thalamus,4,0.181159420289855,brain4,,218,LP,Lateral posterior nucleus of the thalamus,Lateral group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Lateral group of the dorsal thalamus"", ""Lateral posterior nucleus of the thalamus""]",exact,0.01417836381681554,0.18115942028985507,2.1739130434782608
Lateral preoptic area,4,0.181159420289855,brain4,,226,LPO,Lateral preoptic area,Hypothalamic lateral zone,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic lateral zone"", ""Lateral preoptic area""]",exact,0.01417836381681554,0.18115942028985507,0.0
Medial preoptic area,4,0.181159420289855,brain4,,523,MPO,Medial preoptic area,Periventricular region,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Periventricular region"", ""Medial preoptic area""]",exact,0.01417836381681554,0.18115942028985507,0.0
Claustrum,3,0.135869565217391,brain4,,583,CLA,Claustrum,Cortical subplate,Cerebrum,,False,False,Other,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical subplate"", ""Claustrum""]",exact,0.010633772862611655,0.1358695652173913,0.0
Magnocellular nucleus,3,0.135869565217391,brain4,,298,MA,Magnocellular nucleus,"Pallidum, ventral region",Cerebrum,,False,True,Pallidum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Pallidum"", ""Pallidum, ventral region"", ""Magnocellular nucleus""]",exact,0.010633772862611655,0.1358695652173913,0.0
Medial amygdalar nucleus,3,0.135869565217391,brain4,,403,MEA,Medial amygdalar nucleus,Striatum-like amygdalar nuclei,Cerebrum,,False,True,Striatum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Striatum-like amygdalar nuclei"", ""Medial amygdalar nucleus""]",exact,0.010633772862611655,0.1358695652173913,0.0
Nucleus of reunions,3,0.135869565217391,brain4,,181,RE,Nucleus of reuniens,Midline group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Midline group of the dorsal thalamus"", ""Nucleus of reuniens""]",approx,0.010633772862611655,0.1358695652173913,1.6304347826086956
Periaqueductal gray,3,0.135869565217391,brain4,,795,PAG,Periaqueductal gray,"Midbrain, motor related",Brain stem,,False,True,Midbrain,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Midbrain"", ""Midbrain, motor related"", ""Periaqueductal gray""]",exact,0.010633772862611655,0.1358695652173913,0.0
Posterior complex of the thalamus,3,0.135869565217391,brain4,,1020,PO,Posterior complex of the thalamus,Lateral group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Lateral group of the dorsal thalamus"", ""Posterior complex of the thalamus""]",exact,0.010633772862611655,0.1358695652173913,1.6304347826086956
Tuberal nucleus,3,0.135869565217391,brain4,,614,TU,Tuberal nucleus,Hypothalamic lateral zone,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic lateral zone"", ""Tuberal nucleus""]",exact,0.010633772862611655,0.1358695652173913,0.0
Anterodorsal nucleus,2,0.0905797101449275,brain4,,64,AD,Anterodorsal nucleus,Anterior group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Anterodorsal nucleus""]",exact,0.00708918190840777,0.09057971014492754,1.0869565217391304
Anteroventral nucleus of thalamus,2,0.0905797101449275,brain4,,255,AV,Anteroventral nucleus of thalamus,Anterior group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Anteroventral nucleus of thalamus""]",exact,0.00708918190840777,0.09057971014492754,1.0869565217391304
Cerebral cortex,2,0.0905797101449275,brain4,,688,CTX,Cerebral cortex,Cerebrum,Cerebrum,,False,False,Other,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex""]",exact,0.00708918190840777,0.09057971014492754,0.0
Lateral amygdalar nucleus,2,0.0905797101449275,brain4,,131,LA,Lateral amygdalar nucleus,Cortical subplate,Cerebrum,,False,False,Other,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical subplate"", ""Lateral amygdalar nucleus""]",exact,0.00708918190840777,0.09057971014492754,0.0
Nucleus of the posterior commissure,2,0.0905797101449275,brain4,,634,NPC,Nucleus of the posterior commissure,Pretectal region,Brain stem,,False,True,Midbrain,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Midbrain"", ""Midbrain, motor related"", ""Pretectal region"", ""Nucleus of the posterior commissure""]",exact,0.00708918190840777,0.09057971014492754,0.0
Retrochiasmatic area,2,0.0905797101449275,brain4,,173,RCH,Retrochiasmatic area,Hypothalamic lateral zone,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic lateral zone"", ""Retrochiasmatic area""]",exact,0.00708918190840777,0.09057971014492754,0.0
Anterolateral visual area,1,0.0452898550724638,brain4,,402,VISal,Anterolateral visual area,Visual areas,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Visual areas"", ""Anterolateral visual area""]",exact,0.003544590954203885,0.04528985507246377,0.0
Anteromedial visual area,1,0.0452898550724638,brain4,,394,VISam,Anteromedial visual area,Visual areas,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Visual areas"", ""Anteromedial visual area""]",exact,0.003544590954203885,0.04528985507246377,0.0
Arcuate hypothalamic nucleus,1,0.0452898550724638,brain4,,223,ARH,Arcuate hypothalamic nucleus,Periventricular zone,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Periventricular zone"", ""Arcuate hypothalamic nucleus""]",exact,0.003544590954203885,0.04528985507246377,0.0
Basolateral amygdalar nucleus,1,0.0452898550724638,brain4,,295,BLA,Basolateral amygdalar nucleus,Cortical subplate,Cerebrum,,False,False,Other,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical subplate"", ""Basolateral amygdalar nucleus""]",exact,0.003544590954203885,0.04528985507246377,0.0
Basomedial amygdalar nucleus,1,0.0452898550724638,brain4,,319,BMA,Basomedial amygdalar nucleus,Cortical subplate,Cerebrum,,False,False,Other,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical subplate"", ""Basomedial amygdalar nucleus""]",exact,0.003544590954203885,0.04528985507246377,0.0
Central amygdalar nucleus,1,0.0452898550724638,brain4,,536,CEA,Central amygdalar nucleus,Striatum-like amygdalar nuclei,Cerebrum,,False,True,Striatum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Striatum-like amygdalar nuclei"", ""Central amygdalar nucleus""]",exact,0.003544590954203885,0.04528985507246377,0.0
Diagonal band nucleus,1,0.0452898550724638,brain4,,596,NDB,Diagonal band nucleus,Medial septal complex,Cerebrum,,False,True,Pallidum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Pallidum"", ""Pallidum, medial region"", ""Medial septal complex"", ""Diagonal band nucleus""]",exact,0.003544590954203885,0.04528985507246377,0.0
Ectorhinal area/Layer 2/3,1,0.0452898550724638,brain4,,427,ECT2/3,Ectorhinal area/Layer 2/3,Ectorhinal area,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Ectorhinal area"", ""Ectorhinal area/Layer 2/3""]",exact,0.003544590954203885,0.04528985507246377,0.0
Endopiriform nucleus,1,0.0452898550724638,brain4,,942,EP,Endopiriform nucleus,Cortical subplate,Cerebrum,,False,False,Other,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical subplate"", ""Endopiriform nucleus""]",exact,0.003544590954203885,0.04528985507246377,0.0
Entorhinal area,1,0.0452898550724638,brain4,,909,ENT,Entorhinal area,Retrohippocampal region,Cerebrum,Hippocampal formation,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Hippocampal formation"", ""Retrohippocampal region"", ""Entorhinal area""]",exact,0.003544590954203885,0.04528985507246377,0.0
Fasciola cinerea,1,0.0452898550724638,brain4,,982,FC,Fasciola cinerea,Hippocampal region,Cerebrum,Hippocampal formation,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Hippocampal formation"", ""Hippocampal region"", ""Fasciola cinerea""]",exact,0.003544590954203885,0.04528985507246377,0.0
Field CA2,1,0.0452898550724638,brain4,,423,CA2,Field CA2,Ammon's horn,Cerebrum,Hippocampal formation,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Hippocampal formation"", ""Hippocampal region"", ""Ammon's horn"", ""Field CA2""]",exact,0.003544590954203885,0.04528985507246377,0.0
Globus pallidus,1,0.0452898550724638,brain4,,1022,GPe,"Globus pallidus, external segment","Pallidum, dorsal region",Cerebrum,,False,True,Pallidum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Pallidum"", ""Pallidum, dorsal region"", ""Globus pallidus, external segment""]",override,0.003544590954203885,0.04528985507246377,0.0
Lateral dorsal nucleus of thalamus,1,0.0452898550724638,brain4,,155,LD,Lateral dorsal nucleus of thalamus,Anterior group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Lateral dorsal nucleus of thalamus""]",exact,0.003544590954203885,0.04528985507246377,0.5434782608695652
Medial mammillary nucleus,1,0.0452898550724638,brain4,,491,MM,Medial mammillary nucleus,Mammillary body,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic medial zone"", ""Mammillary body"", ""Medial mammillary nucleus""]",exact,0.003544590954203885,0.04528985507246377,0.0
Medial preoptic nucleus,1,0.0452898550724638,brain4,,515,MPN,Medial preoptic nucleus,Hypothalamic medial zone,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic medial zone"", ""Medial preoptic nucleus""]",exact,0.003544590954203885,0.04528985507246377,0.0
Midbrain,1,0.0452898550724638,brain4,,313,MB,Midbrain,Brain stem,Brain stem,,False,True,Midbrain,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Midbrain""]",exact,0.003544590954203885,0.04528985507246377,0.0
Paracentral nucleus,1,0.0452898550724638,brain4,,907,PCN,Paracentral nucleus,Intralaminar nuclei of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Intralaminar nuclei of the dorsal thalamus"", ""Paracentral nucleus""]",exact,0.003544590954203885,0.04528985507246377,0.5434782608695652
Parasubthalamic nucleus,1,0.0452898550724638,brain4,,364,PSTN,Parasubthalamic nucleus,Hypothalamic lateral zone,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic lateral zone"", ""Parasubthalamic nucleus""]",exact,0.003544590954203885,0.04528985507246377,0.0
Parataenial nucleus,1,0.0452898550724638,brain4,,15,PT,Parataenial nucleus,Midline group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Midline group of the dorsal thalamus"", ""Parataenial nucleus""]",exact,0.003544590954203885,0.04528985507246377,0.5434782608695652
Precommissural nucleus,1,0.0452898550724638,brain4,,50,PRC,Precommissural nucleus,Periaqueductal gray,Brain stem,,False,True,Midbrain,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Midbrain"", ""Midbrain, motor related"", ""Periaqueductal gray"", ""Precommissural nucleus""]",exact,0.003544590954203885,0.04528985507246377,0.0
Primary auditory area,1,0.0452898550724638,brain4,,1002,AUDp,Primary auditory area,Auditory areas,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Auditory areas"", ""Primary auditory area""]",exact,0.003544590954203885,0.04528985507246377,0.0
Rhomboid nucleus,1,0.0452898550724638,brain4,,189,RH,Rhomboid nucleus,Intralaminar nuclei of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Intralaminar nuclei of the dorsal thalamus"", ""Rhomboid nucleus""]",exact,0.003544590954203885,0.04528985507246377,0.5434782608695652
Submedial nucleus of the thalamus,1,0.0452898550724638,brain4,,366,SMT,Submedial nucleus of the thalamus,Medial group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Medial group of the dorsal thalamus"", ""Submedial nucleus of the thalamus""]",exact,0.003544590954203885,0.04528985507246377,0.5434782608695652
Temporal association areas,1,0.0452898550724638,brain4,,541,TEa,Temporal association areas,Isocortex,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Temporal association areas""]",exact,0.003544590954203885,0.04528985507246377,0.0
Ventral posterolateral nucleus of the thalamus,1,0.0452898550724638,brain4,,718,VPL,Ventral posterolateral nucleus of the thalamus,Ventral posterior complex of the thalamus,Brain stem,,False,True,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, sensory-motor cortex related"", ""Ventral group of the dorsal thalamus"", ""Ventral posterior complex of the thalamus"", ""Ventral posterolateral nucleus of the thalamus""]",exact,0.003544590954203885,0.04528985507246377,0.5434782608695652
Ventral premammillary nucleus,1,0.0452898550724638,brain4,,1004,PMv,Ventral premammillary nucleus,Hypothalamic medial zone,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic medial zone"", ""Ventral premammillary nucleus""]",exact,0.003544590954203885,0.04528985507246377,0.0
Ventromedial hypothalamic nucleus,1,0.0452898550724638,brain4,,693,VMH,Ventromedial hypothalamic nucleus,Hypothalamic medial zone,Brain stem,,False,True,Hypothalamus,,,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Hypothalamus"", ""Hypothalamic medial zone"", ""Ventromedial hypothalamic nucleus""]",exact,0.003544590954203885,0.04528985507246377,0.0
Primary somatosensory area,776,54.9186128803963,brain5,1.0,322,SSp,Primary somatosensory area,Somatosensory areas,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Somatosensory areas"", ""Primary somatosensory area""]",exact,2.7506025804622145,54.918612880396324,0.0
Primary motor area,318,22.5053078556263,brain5,2.0,985,MOp,Primary motor area,Somatomotor areas,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Somatomotor areas"", ""Primary motor area""]",exact,1.1271799234368354,22.505307855626327,0.0
Supplemental somatosensory area,125,8.84642604387827,brain5,3.0,378,SSs,Supplemental somatosensory area,Somatosensory areas,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Somatosensory areas"", ""Supplemental somatosensory area""]",exact,0.4430738692754856,8.846426043878273,0.0
Caudoputamen,63,4.45859872611465,brain5,4.0,672,CP,Caudoputamen,Striatum dorsal region,Cerebrum,,False,True,Striatum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Striatum dorsal region"", ""Caudoputamen""]",exact,0.22330923011484477,4.45859872611465,0.0
Anterior cingulate area,49,3.46779900920028,brain5,5.0,31,ACA,Anterior cingulate area,Isocortex,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Anterior cingulate area""]",exact,0.17368495675599036,3.4677990092002826,0.0
Ventral anterior-lateral complex of the thalamus,11,0.778485491861288,brain5,6.0,629,VAL,Ventral anterior-lateral complex of the thalamus,Ventral group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, sensory-motor cortex related"", ""Ventral group of the dorsal thalamus"", ""Ventral anterior-lateral complex of the thalamus""]",exact,0.03899050049624273,0.778485491861288,44.0
Gustatory areas,7,0.495399858457183,brain5,7.0,1057,GU,Gustatory areas,Isocortex,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Gustatory areas""]",exact,0.024812136679427194,0.4953998584571833,0.0
Infralimbic area,7,0.495399858457183,brain5,8.0,44,ILA,Infralimbic area,Isocortex,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Infralimbic area""]",exact,0.024812136679427194,0.4953998584571833,0.0
Secondary motor area,7,0.495399858457183,brain5,9.0,993,MOs,Secondary motor area,Somatomotor areas,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Somatomotor areas"", ""Secondary motor area""]",exact,0.024812136679427194,0.4953998584571833,0.0
Agranular insular area,6,0.424628450106157,brain5,10.0,95,AI,Agranular insular area,Isocortex,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Agranular insular area""]",exact,0.02126754572522331,0.42462845010615713,0.0
Substantia innominata,6,0.424628450106157,brain5,11.0,342,SI,Substantia innominata,"Pallidum, ventral region",Cerebrum,,False,True,Pallidum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Pallidum"", ""Pallidum, ventral region"", ""Substantia innominata""]",exact,0.02126754572522331,0.42462845010615713,0.0
Retrosplenial area,5,0.353857041755131,brain5,12.0,254,RSP,Retrosplenial area,Isocortex,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Retrosplenial area""]",exact,0.017722954771019424,0.3538570417551309,0.0
Ventral posteromedial nucleus of the thalamus,4,0.283085633404105,brain5,13.0,733,VPM,Ventral posteromedial nucleus of the thalamus,Ventral posterior complex of the thalamus,Brain stem,,False,True,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, sensory-motor cortex related"", ""Ventral group of the dorsal thalamus"", ""Ventral posterior complex of the thalamus"", ""Ventral posteromedial nucleus of the thalamus""]",exact,0.01417836381681554,0.28308563340410475,16.0
Basic cell groups and regions,3,0.212314225053079,brain5,14.0,8,grey,Basic cell groups and regions,root,,,False,False,Other,,,"[""root"", ""Basic cell groups and regions""]",exact,0.010633772862611655,0.21231422505307856,0.0
Nucleus accumbens,3,0.212314225053079,brain5,15.0,56,ACB,Nucleus accumbens,Striatum ventral region,Cerebrum,,False,True,Striatum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Striatum"", ""Striatum ventral region"", ""Nucleus accumbens""]",exact,0.010633772862611655,0.21231422505307856,0.0
Visceral area,3,0.212314225053079,brain5,16.0,677,VISC,Visceral area,Isocortex,Cerebrum,Isocortex,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Isocortex"", ""Visceral area""]",exact,0.010633772862611655,0.21231422505307856,0.0
Central lateral nucleus of the thalamus,2,0.141542816702052,brain5,17.0,575,CL,Central lateral nucleus of the thalamus,Intralaminar nuclei of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Intralaminar nuclei of the dorsal thalamus"", ""Central lateral nucleus of the thalamus""]",exact,0.00708918190840777,0.14154281670205238,8.0
Endopiriform nucleus,2,0.141542816702052,brain5,18.0,942,EP,Endopiriform nucleus,Cortical subplate,Cerebrum,,False,False,Other,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical subplate"", ""Endopiriform nucleus""]",exact,0.00708918190840777,0.14154281670205238,0.0
Field CA1,2,0.141542816702052,brain5,19.0,382,CA1,Field CA1,Ammon's horn,Cerebrum,Hippocampal formation,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Hippocampal formation"", ""Hippocampal region"", ""Ammon's horn"", ""Field CA1""]",exact,0.00708918190840777,0.14154281670205238,0.0
Field CA2,2,0.141542816702052,brain5,20.0,423,CA2,Field CA2,Ammon's horn,Cerebrum,Hippocampal formation,True,False,Cortex,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral cortex"", ""Cortical plate"", ""Hippocampal formation"", ""Hippocampal region"", ""Ammon's horn"", ""Field CA2""]",exact,0.00708918190840777,0.14154281670205238,0.0
Globus pallidus,2,0.141542816702052,brain5,21.0,1022,GPe,"Globus pallidus, external segment","Pallidum, dorsal region",Cerebrum,,False,True,Pallidum,,,"[""root"", ""Basic cell groups and regions"", ""Cerebrum"", ""Cerebral nuclei"", ""Pallidum"", ""Pallidum, dorsal region"", ""Globus pallidus, external segment""]",override,0.00708918190840777,0.14154281670205238,0.0
Lateral dorsal nucleus of thalamus,2,0.141542816702052,brain5,22.0,155,LD,Lateral dorsal nucleus of thalamus,Anterior group of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Anterior group of the dorsal thalamus"", ""Lateral dorsal nucleus of thalamus""]",exact,0.00708918190840777,0.14154281670205238,8.0
Paracentral nucleus,2,0.141542816702052,brain5,23.0,907,PCN,Paracentral nucleus,Intralaminar nuclei of the dorsal thalamus,Brain stem,,False,True,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, polymodal association cortex related"", ""Intralaminar nuclei of the dorsal thalamus"", ""Paracentral nucleus""]",exact,0.00708918190840777,0.14154281670205238,8.0
Ventral posterolateral nucleus of the thalamus,2,0.141542816702052,brain5,24.0,718,VPL,Ventral posterolateral nucleus of the thalamus,Ventral posterior complex of the thalamus,Brain stem,,False,True,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,"[""root"", ""Basic cell groups and regions"", ""Brain stem"", ""Interbrain"", ""Thalamus"", ""Thalamus, sensory-motor cortex related"", ""Ventral group of the dorsal thalamus"", ""Ventral posterior complex of the thalamus"", ""Ventral posterolateral nucleus of the thalamus""]",exact,0.00708918190840777,0.14154281670205238,8.0
